Date,Armii Krajowej,Bora-Komorowskiego,Bulwary,Dworzec Główny,Grzegórzecka,Kamieńskiego,Klimeckiego,Kopernika,Kotlarska,Mogilska,Monte Cassino,Niepołomska,Nowohucka,Smoleńsk,Tyniecka,Wadowicka,Wielicka
2019/02/21,,227,458,321,,,376,793,696,936,484,,164,382,258,454,370
2019/02/22,,193,277,242,,,268,637,480,671,328,,93,325,187,279,279
2019/02/23,,120,267,142,,,153,283,290,346,237,,64,168,225,134,146
2019/02/24,,86,203,97,,,112,246,219,311,188,,58,119,154,97,98
2019/02/25,,311,646,395,,,456,960,809,1144,598,,204,419,380,448,430
2019/02/26,,334,695,407,,,454,973,907,1174,651,,253,470,395,468,480
2019/02/27,,336,812,460,,,561,1105,1024,1378,647,,245,495,485,500,479
2019/02/28,,414,1068,507,,,607,1295,1174,1521,842,,263,530,561,546,610
2019/03/01,,354,656,378,,,525,1023,887,1163,618,,224,478,339,472,490
2019/03/02,,190,514,178,,,260,394,374,532,391,,151,226,406,243,214
2019/03/03,,184,599,181,,,271,526,393,589,387,,131,257,595,287,221
2019/03/04,,486,1291,519,,,758,1533,1365,1784,952,,395,614,789,1636,779
2019/03/05,,357,701,453,,,528,1185,1033,1293,752,,237,455,325,1274,542
2019/03/06,,447,1050,494,,,695,1472,1307,1706,937,,332,598,584,1430,643
2019/03/07,,533,1436,580,,,864,1558,1442,1860,1142,,385,611,803,917,791
2019/03/08,,414,911,473,,,654,1365,1152,1503,783,,299,582,489,1873,664
2019/03/09,,188,482,187,,,302,549,432,626,362,,145,229,394,872,286
2019/03/10,,175,384,146,,,221,399,313,417,294,,84,201,353,492,167
2019/03/11,,212,408,282,,,333,797,679,885,406,,163,402,228,997,327
2019/03/12,,262,644,370,,,473,1047,883,1161,625,,217,467,336,616,383
2019/03/13,,364,705,410,,,541,1236,1078,1364,704,,276,519,416,535,549
2019/03/14,,346,699,458,,,573,1301,1105,1353,683,,262,551,385,591,533
2019/03/15,,249,450,354,,,390,840,717,887,508,,178,429,253,912,384
2019/03/16,,153,357,205,,,213,467,385,529,347,,120,258,264,795,188
2019/03/17,,691,3830,440,,,1269,1405,1477,1621,1566,,528,523,3794,540,917
2019/03/18,,323,689,464,,,575,1244,1040,1403,683,,278,515,378,1349,560
2019/03/19,,459,953,590,,,691,1599,1325,1784,900,,377,607,561,1585,709
2019/03/20,,499,1015,590,,,764,1604,1308,1861,940,,313,614,615,1078,709
2019/03/21,,461,905,601,,,651,1694,1292,1882,952,,301,580,519,1094,667
2019/03/22,,437,910,509,,,722,1553,1253,1597,937,,346,566,513,2422,692
2019/03/23,,578,2720,461,,,855,1269,1220,1434,1353,,457,499,2481,622,670
2019/03/24,,593,2228,399,,,775,1230,1080,1347,1141,,377,482,1813,882,606
2019/03/25,,318,779,520,,,489,1131,995,1267,701,,242,494,316,571,541
2019/03/26,,338,785,618,,,647,1370,1216,1531,840,,255,569,441,1621,682
2019/03/27,,462,1226,773,,,816,1664,1492,1889,1109,,353,619,672,1640,802
2019/03/28,,316,738,668,,,482,1186,1066,1316,812,,243,494,423,1158,545
2019/03/29,,497,1213,764,,,753,1586,1412,1825,1033,,353,599,656,972,701
2019/03/30,,691,2805,534,,,911,1268,1157,1557,1334,,586,515,2608,682,823
2019/03/31,,875,3933,634,,,1244,1668,1566,1928,1800,,736,604,3808,644,1036
2019/04/01,,633,1533,1043,,,995,2117,1892,2375,1353,,482,743,884,931,994
2019/04/02,,703,1715,1090,,,1061,2171,1927,2485,1559,,527,786,973,1597,1098
2019/04/03,,809,2006,1264,,,1265,2389,2254,2731,1787,,608,803,1176,1135,1153
2019/04/04,,848,2126,1313,,,1360,2583,2247,2993,1806,,632,862,1310,1096,1302
2019/04/05,,902,2400,1215,,,1408,2457,2282,2926,1764,,637,851,1525,996,1271
2019/04/06,,212,492,292,,,364,535,474,675,439,,168,304,416,475,281
2019/04/07,,649,3055,529,,,1071,1398,1563,1631,1412,,498,567,2804,474,810
2019/04/08,,991,2444,1373,,,1458,2845,2595,3192,2145,,790,890,1605,1252,1344
2019/04/09,,988,2593,1513,,,1667,2946,2887,3446,2290,,767,968,1553,1267,1476
2019/04/10,,650,1455,1152,,,1173,2346,2080,2641,1420,,488,807,818,1078,1077
2019/04/11,,354,820,733,,,593,1452,1198,1605,839,,293,546,414,679,613
2019/04/12,,208,499,443,,,393,877,783,988,492,,166,384,243,422,377
2019/04/13,,160,276,239,,,213,443,378,508,316,,104,286,213,175,190
2019/04/14,,464,1698,423,,,642,1060,910,1148,951,,379,416,1547,630,505
2019/04/15,,720,1842,1199,,,1161,2403,2118,2734,1638,,553,745,1055,1513,1123
2019/04/16,,864,2126,1263,,,1392,2679,2433,2872,1901,,652,848,1268,1863,1285
2019/04/17,,701,1749,1199,,,1213,2438,2111,2673,1648,,543,777,979,999,1097
2019/04/18,,875,2342,1273,,,1467,2629,2524,2833,1822,,685,862,1477,1118,1324
2019/04/19,,805,2342,987,,,1315,2073,2060,2221,1593,,658,702,1668,934,1130
2019/04/20,,544,2144,352,,,748,1026,887,1064,1073,,454,463,2157,333,653
2019/04/21,,386,1841,235,,,567,759,724,846,772,,261,287,2052,238,540
2019/04/22,,248,858,241,,,307,536,519,587,572,,159,264,1027,225,352
2019/04/23,,705,1708,1176,,,1163,2133,2088,2369,1493,,604,729,987,1014,1211
2019/04/24,,894,2151,1456,,,1498,2711,2501,3014,1869,,653,816,1241,1113,1353
2019/04/25,,1373,3768,1827,,,2112,3579,3477,3961,2729,,1013,1183,2434,1720,1822
2019/04/26,,1343,3719,1758,,,2120,3400,3270,3807,2642,,1003,1106,2545,1574,1778
2019/04/27,,314,832,433,,,413,903,731,1047,706,,259,395,567,356,411
2019/04/28,,43,80,91,,,57,215,165,204,146,,24,120,65,85,82
2019/04/29,,267,436,521,,,383,929,760,986,575,,148,426,242,386,401
2019/04/30,,248,433,449,,,327,866,675,916,543,,215,392,278,363,386
2019/05/01,,963,3688,694,,,1332,1557,1682,1711,1704,,702,611,3816,572,1064
2019/05/02,,776,1992,704,,,1026,1677,1474,1749,1456,,573,654,1914,686,924
2019/05/03,,277,608,293,,,289,603,555,649,510,,162,309,587,259,324
2019/05/04,,673,1571,449,,,876,1142,1079,1311,1146,,521,491,2027,426,733
2019/05/05,,67,113,140,,,107,280,206,292,183,,30,162,109,88,119
2019/05/06,,583,978,1052,,,907,1927,1648,2106,1289,,447,742,626,867,975
2019/05/07,,726,1516,1355,,,1192,2525,2226,2801,1694,,572,911,954,1045,1303
2019/05/08,,984,2170,1635,,,1559,3124,2768,3515,2160,,803,1038,1515,1304,1606
2019/05/09,,474,757,906,,,775,1675,1389,1795,978,,323,604,357,738,786
2019/05/10,,827,1547,1274,,,1258,2563,2173,2734,1757,,589,875,1001,1072,1241
2019/05/11,,1035,3400,966,,,1643,2075,1988,2419,2112,,878,830,3808,720,1216
2019/05/12,,421,1410,415,,,746,1104,889,1176,939,,401,445,1609,333,607
2019/05/13,,491,788,913,,,730,1715,1471,1869,1047,,358,679,470,760,756
2019/05/14,,169,345,477,,,316,865,698,900,486,,161,427,201,378,351
2019/05/15,,198,387,547,,,385,948,784,1002,598,,160,472,266,466,421
2019/05/16,,760,1401,1173,,,1209,2445,2011,2653,1690,,582,856,1140,972,1060
2019/05/17,,686,1413,1151,,,1179,2470,2020,2489,1682,,521,869,988,981,1045
2019/05/18,,1019,3402,916,,,1433,2137,1897,2351,2170,,891,794,3938,897,1127
2019/05/19,,816,2842,690,,,1428,1961,1651,1954,1972,,624,724,3775,645,1106
2019/05/20,,1037,1784,1630,,,1718,3259,2907,3564,2461,,822,1050,1601,1974,1590
2019/05/21,,590,718,1104,,,1026,2077,1762,2257,1428,,443,701,657,1382,1013
2019/05/22,,356,407,739,,,603,1417,1115,1508,920,,250,562,402,591,589
2019/05/23,,148,153,350,,,257,596,484,672,391,,138,245,163,390,244
2019/05/24,,372,514,628,,,551,1318,1073,1244,919,,251,608,351,565,555
2019/05/25,,1054,2393,868,,,1381,2185,1901,2281,2072,,790,936,2885,735,1064
2019/05/26,,969,2621,779,,,1408,2071,1726,2116,1987,,847,815,3259,797,1046
2019/05/27,,1216,2292,1791,,,1915,3528,2958,3901,2563,,928,1171,1671,2961,1654
2019/05/28,,1066,1799,1585,,,1682,3016,2719,3451,2242,,792,1074,1370,1777,1532
2019/05/29,,662,955,1205,,,937,2113,1804,2382,1443,,456,762,659,1362,860
2019/05/30,,569,827,1160,,,947,2058,1678,2149,1346,,447,747,589,930,938
2019/05/31,,1363,2652,1618,,,1892,3445,2949,3766,2770,,1003,1176,2293,2180,1661
2019/06/01,,928,2803,903,,,1360,1987,1813,2220,1974,,750,788,2946,1985,1119
2019/06/02,,1290,4558,1007,,,2414,2704,2624,2868,2913,,998,962,5854,976,1596
2019/06/03,,1582,2602,2200,,,2592,4226,3968,4809,3440,,1257,1415,2753,1866,2292
2019/06/04,,1675,2593,2347,,,2756,4537,4228,4995,3649,,1338,1378,2587,2087,2375
2019/06/05,,1603,2391,2364,,,2686,4462,4130,4904,3562,,1301,1311,2305,1837,2339
2019/06/06,,1698,2404,2319,,,2615,4545,4167,4939,3352,,1256,1318,2296,2026,2298
2019/06/07,,1333,2603,1945,,,2136,3704,3368,4129,3014,,1012,1214,2177,1592,1918
2019/06/08,,1024,2753,914,,,1664,2012,1900,2177,2009,,807,784,2828,776,1254
2019/06/09,,1364,4708,1023,,,2722,2428,2553,2629,2696,,1127,862,5246,1118,1600
2019/06/10,,1649,3073,2359,,,2660,4337,3955,4751,3432,,1314,1335,2202,1979,2290
2019/06/11,,1663,3449,2363,,,2806,4458,4234,4918,3561,,1362,1363,2205,1965,2335
2019/06/12,,1662,3232,2249,,,2864,4404,4143,4801,3459,,1316,1307,2346,1859,2316
2019/06/13,,1517,2802,2181,,,2491,4111,3714,4472,3035,,1181,1209,1755,1943,2128
2019/06/14,,1188,2523,1723,,,2207,3368,3213,3597,2689,,860,1126,1927,1581,1745
2019/06/15,,879,2323,976,,,1792,1858,1839,2146,1899,,709,688,2256,737,1054
2019/06/16,,671,2299,693,,,1288,1613,1427,1638,1573,,557,509,2428,706,966
2019/06/17,,1477,2962,2075,,,2185,3899,3643,4463,3042,,1196,1194,2212,2173,2171
2019/06/18,,1621,3268,2334,,,2592,4410,4064,4987,3405,,1348,1254,2344,1924,2351
2019/06/19,,1349,2559,1952,,,2185,3801,3402,4196,2835,,1047,1155,1656,1676,1980
2019/06/20,,960,3290,804,,,1459,1802,1829,1993,2159,,728,642,3762,756,1207
2019/06/21,,963,1814,1034,,,1298,2246,1915,2413,1876,,651,722,1422,726,1331
2019/06/22,,1495,2189,745,,,1095,1636,1370,1751,1784,,623,586,1799,327,1024
2019/06/23,,2335,3695,870,,,1568,2154,1897,2293,2216,,903,646,4037,638,1329
2019/06/24,,1754,3395,2240,,,2553,4360,4076,4798,3400,,1317,1297,2306,1412,2504
2019/06/25,,1756,3777,2298,,,2855,4572,4313,4918,3611,,1412,1298,2459,1813,2631
2019/06/26,,1548,3333,2178,,,2638,4103,3855,4507,3219,,1260,1181,2051,1896,2240
2019/06/27,,1714,3445,2093,,,2624,4223,4006,4516,3382,,1275,1216,2157,1848,2423
2019/06/28,,1455,2850,2021,,,2170,3780,3505,4235,3051,,1090,1131,2042,1645,2086
2019/06/29,,1089,3435,924,,,1714,1861,2076,2296,2294,,875,679,3348,1324,1261
2019/06/30,,860,2852,849,,,1936,1818,1917,1966,1899,,846,653,2845,967,1117
2019/07/01,,1231,2249,1997,,,2170,3546,3242,3837,2673,,942,979,1203,1926,1938
2019/07/02,,1638,3545,2266,,,2699,4166,4127,4798,3610,,1250,1176,2373,2151,2526
2019/07/03,,1769,3706,2283,,,2881,4297,4257,4832,3679,,1433,1201,2566,2146,2637
2019/07/04,,1718,3632,2166,,,2560,4234,4009,4838,3720,,1362,1225,2380,1993,2493
2019/07/05,,1316,2497,1793,,,2019,3591,3347,4033,2949,,1075,1048,1634,1878,1947
2019/07/06,,1042,3015,868,,,1571,1847,1886,2059,2008,,775,748,2979,982,1212
2019/07/07,,780,3014,677,,,1513,1755,1669,1923,2051,,566,551,3563,1071,1187
2019/07/08,,1442,2553,2039,,,2152,3737,3498,4331,2954,,1069,1027,1609,1780,2144
2019/07/09,,1359,2631,1995,,,2039,3609,3410,4274,2908,,1106,1039,1536,1764,2137
2019/07/10,,1241,2240,1715,,,2039,3323,3206,3824,2782,,912,1028,1259,1640,1882
2019/07/11,,952,1923,1286,,,1348,2451,2246,2856,2100,,678,801,1207,2590,1380
2019/07/12,,1315,2727,1712,,,2034,3212,3087,3721,2847,,1064,948,2054,2107,1919
2019/07/13,,463,982,446,,,515,854,784,1021,940,,330,357,807,1880,517
2019/07/14,,276,754,314,,,360,729,578,761,648,,213,264,641,1603,370
2019/07/15,,1610,3261,2013,,,2434,3837,3766,4367,3399,,1239,1101,2612,2078,2349
2019/07/16,,1401,2884,1983,,,2368,3891,3833,4392,3309,,1165,1086,2006,2117,2262
2019/07/17,,1375,2848,1937,,,2352,3865,3802,4325,3148,,1132,1091,1992,2041,2178
2019/07/18,,1589,3304,1938,,,2539,3926,3928,4532,3440,,1207,1116,2648,2649,2298
2019/07/19,,1284,2339,1770,,,1976,3283,3161,3825,2741,,1052,975,1776,2248,2013
2019/07/20,,1072,2752,804,,,1459,1838,1771,2001,1815,,783,669,3478,1423,1090
2019/07/21,,583,1766,526,,,963,1218,1209,1409,1269,,433,464,2497,546,818
2019/07/22,,1452,2888,1889,,,2331,3623,3678,4218,3214,,1068,1033,2021,1760,2242
2019/07/23,,778,1456,1305,,,1187,2499,2252,2781,1837,,613,788,858,1154,1212
2019/07/24,,1318,2550,1722,,,1979,3517,3327,4033,2872,,1012,961,1851,1875,1967
2019/07/25,,1548,3307,2065,,,2559,4209,3912,4592,3355,,1240,1095,2761,2003,2340
2019/07/26,,1260,2616,1788,,,2181,3439,3294,3867,2877,,1050,993,1980,1635,2039
2019/07/27,,816,2243,721,,,1214,1601,1523,1799,1650,,698,601,2638,773,1085
2019/07/28,,878,2834,765,,,1631,1765,1780,1886,1761,,772,635,3474,917,1031
2019/07/29,,1118,1908,1652,,,1859,3056,2944,3378,2413,,835,788,1249,1487,1825
2019/07/30,,1146,2029,1570,,,1891,3031,2956,3442,2349,,842,852,1237,1388,1860
2019/07/31,,1017,1972,1583,,,1740,2886,2918,3284,2361,,814,836,1438,1361,1689
2019/08/01,,1153,2444,1669,,,1970,3363,3190,3832,2603,,873,950,1652,1391,1863
2019/08/02,,1331,2710,1679,,,2085,3349,3131,3769,2740,,1003,985,2113,1595,1986
2019/08/03,,559,1540,562,,,694,1073,983,1318,1151,,462,561,1432,705,701
2019/08/04,,815,3275,678,,,1264,1792,1716,2047,1832,,630,640,3684,1131,1100
2019/08/05,,1339,2892,1869,,,2137,3478,3436,4079,3002,,1106,980,1925,1915,2128
2019/08/06,,1554,3471,2003,,,2299,3818,3952,4362,3198,,1190,1011,2376,1699,2376
2019/08/07,,1445,2857,1723,,,1960,3404,3517,3974,2768,,995,981,1644,1526,2061
2019/08/08,,1498,3158,1783,,,1885,3323,3407,3885,2758,,1063,1000,2078,1449,2042
2019/08/09,,1619,3203,1753,,,1981,3252,3336,4001,2874,,1053,1003,2163,1611,2096
2019/08/10,,959,2442,815,,,1173,1648,1651,1893,1636,,725,629,2579,768,1056
2019/08/11,,1080,4160,816,,,1892,2020,2052,2246,2168,,831,709,4468,595,1305
2019/08/12,,1597,2583,1768,,,1787,3266,3310,3828,2683,,937,972,1634,1367,1978
2019/08/13,,1157,2207,1350,,,1244,2462,2439,2977,2214,,696,866,1301,1165,1463
2019/08/14,,591,1157,699,,,585,1279,1238,1532,1118,,424,452,648,611,771
2019/08/15,,1158,4415,827,,,1722,2277,2252,2473,2377,,810,742,5136,1191,1610
2019/08/16,,952,1634,935,,,842,2006,1735,2329,1547,,603,621,1170,1048,1126
2019/08/17,,1106,2962,753,,,1016,1661,1551,1928,1737,,727,626,3144,2285,1071
2019/08/18,,1113,3876,800,,,1390,1993,1892,2260,1997,,719,738,4139,1489,1292
2019/08/19,,1794,3134,1917,,,1986,3527,3465,4106,3049,,1149,1009,1949,1796,2202
2019/08/20,,1141,1941,1409,,,1332,2726,2576,3212,2151,,733,787,1058,1220,1638
2019/08/21,,1188,1979,1508,,,1194,2717,2617,3161,2164,,738,845,1040,1207,1579
2019/08/22,,1509,2851,1699,,,1615,3439,3293,3818,2702,,867,1022,1671,1883,2053
2019/08/23,,1309,2880,1653,,,1606,3202,3010,3675,2582,,961,978,1804,1919,1800
2019/08/24,,895,3440,906,,,1279,1747,1873,2043,1965,,767,611,3273,1815,1163
2019/08/25,,1070,4070,855,,,1595,1867,2013,2176,2205,,885,729,4511,1990,1339
2019/08/26,,1397,3160,1898,,,1713,3651,3515,4297,3068,,1097,1083,1862,1741,2214
2019/08/27,,1543,3515,2031,,,2086,3874,3789,4487,3330,,1207,1108,2077,1767,2332
2019/08/28,,1327,2795,1863,,,1963,3526,3437,4148,2872,,1045,1010,1570,1676,2095
2019/08/29,,1438,3278,1858,,,2257,3784,3743,4307,3035,,1117,1109,2046,1559,2243
2019/08/30,,1175,2500,1643,,,1861,3233,3005,3630,2477,,858,1001,1427,1386,1922
2019/08/31,,859,2953,846,,,1536,1974,1844,2207,1900,,732,811,2744,817,1163
2019/09/01,,942,3708,849,,,1878,1951,2048,2177,2136,,746,762,3932,691,1288
2019/09/02,,699,1365,1163,,,1138,2171,2024,2517,1689,,559,714,663,1035,1213
2019/09/03,,610,1474,921,,,895,1784,1579,2059,1479,,445,683,880,820,1027
2019/09/04,,1364,3316,1906,,,2082,3852,3656,4340,3238,,1002,1216,2189,1714,2014
2019/09/05,,1556,3672,2095,,,2303,4086,3992,4605,3452,,1134,1265,2361,2195,2307
2019/09/06,,1273,2807,1759,,,1809,3413,3203,3905,2773,,874,1077,1682,1759,1841
2019/09/07,,535,1475,551,,,678,1038,1007,1348,1004,,408,451,1129,917,670
2019/09/08,,653,2548,614,,,951,1620,1384,1689,1586,,485,517,2212,750,904
2019/09/09,,507,1075,864,,,780,1613,1462,1908,1076,,391,562,416,745,880
2019/09/10,,1159,2764,1750,,,1880,3429,3306,3816,2738,,915,1127,1578,1389,1923
2019/09/11,,1416,3507,1910,,,2136,3869,3800,4398,3252,,1056,1163,2095,1560,2276
2019/09/12,,1457,3311,1940,,,2197,3823,3751,4404,3103,,1053,1219,2112,1655,2045
2019/09/13,,1192,2783,1752,,,1817,3309,3248,3753,367,,903,1159,1616,1907,1879
2019/09/14,,722,2422,730,,,1084,1603,1516,1817,1655,,570,664,2049,1479,921
2019/09/15,,815,3710,719,,,1316,1758,1859,2151,1984,,715,750,3844,521,1180
2019/09/16,,932,1897,1529,,,1408,2773,2632,3176,2223,,699,935,999,1334,1544
2019/09/17,,776,1766,1404,,,1243,2524,2407,2966,2428,,594,926,868,1302,1407
2019/09/18,,698,1523,1238,,,1090,2225,2076,2710,1812,,497,837,695,1542,1215
2019/09/19,,612,1343,1155,,,1090,2280,2056,2570,1587,,485,781,644,888,1156
2019/09/20,,642,1388,1182,,,1079,2208,1934,2485,1589,,472,786,746,817,1116
2019/09/21,,623,2003,639,,,805,1235,1114,1502,1308,,501,578,1931,489,784
2019/09/22,,816,3582,639,,,1230,1598,1714,1798,1980,,599,607,3821,516,1132
2019/09/23,,1047,2236,1588,,,1504,2555,2800,3397,1835,,791,1032,1373,1093,1663
2019/09/24,,831,1901,1443,,,1403,2906,2537,3087,1296,,659,902,999,969,1570
2019/09/25,,500,1220,994,,,1005,1882,1689,2101,822,,407,770,556,688,953
2019/09/26,,817,1871,1383,,,1358,2657,2489,3045,1277,,639,932,1114,1018,1445
2019/09/27,,841,2163,1365,,,1416,2577,2496,2993,1507,,656,910,1235,1068,1542
2019/09/28,,492,1460,565,,,639,1096,1074,1307,940,,382,517,1109,452,647
2019/09/29,,652,2294,615,,,958,1314,1363,1486,1322,,460,573,2243,483,807
2019/09/30,,609,1154,1119,,,980,2018,1881,2215,1305,,439,772,536,735,1106
2019/10/01,,1039,2458,1654,,,1595,3232,2945,3658,2326,,762,1057,1537,1275,1767
2019/10/02,,723,1649,1397,,,1246,2615,2407,2867,1798,,566,896,723,891,1349
2019/10/03,,608,1375,1146,,,1088,2272,2119,2494,1563,,469,880,620,794,1192
2019/10/04,,680,1521,1171,,,1083,2197,2017,2467,1543,,532,842,816,774,1226
2019/10/05,,140,257,266,,,192,417,333,494,331,,112,264,127,141,159
2019/10/06,,273,810,366,,,390,814,627,832,582,,199,395,679,163,323
2019/10/07,,642,1436,1207,,,1062,2122,2049,2313,1626,,486,781,728,720,1150
2019/10/08,,596,1411,1213,,,1091,2250,2061,2375,1630,,471,790,617,793,1166
2019/10/09,,438,986,934,,,854,1788,1582,1947,1282,,346,697,492,623,934
2019/10/10,,599,1362,1178,,,1098,2221,2028,2361,1619,,442,832,667,747,1241
2019/10/11,,706,1643,1126,,,1165,2317,2174,2506,1725,,510,828,890,844,1337
2019/10/12,,662,2277,702,,,913,1440,1338,1682,1411,,550,507,2114,468,837
2019/10/13,,902,2003,710,,,1202,1863,1727,1982,1683,,649,486,3025,533,1006
2019/10/14,,1015,2460,1574,,,1591,3101,2876,3334,2297,,767,1019,1648,1024,1718
2019/10/15,,1054,2552,1654,,,1701,3224,3104,3581,2582,,786,1099,1515,1074,1676
2019/10/16,,944,2095,1576,,,1616,3142,2783,3499,2411,,684,1022,1144,1014,1591
2019/10/17,,980,2548,1511,,,1561,3113,2917,3521,2519,,754,1074,1590,882,1680
2019/10/18,,875,2177,1457,,,1420,2684,2545,2988,2702,,692,926,1292,841,1540
2019/10/19,,681,2269,757,,,922,1425,1288,1650,1486,,596,597,2116,441,856
2019/10/20,,845,3616,791,,,1265,1745,1847,1971,1883,,701,675,3962,473,1159
2019/10/21,,1070,2383,1586,,,1673,3174,2942,3599,2431,,824,1113,1432,988,1786
2019/10/22,,1067,2449,1662,,,1687,3283,3062,3630,2533,,829,1081,1411,1031,1802
2019/10/23,,869,1858,1421,,,1381,2733,2582,3051,2191,,615,942,871,940,1479
2019/10/24,,931,2215,1460,,,1398,2947,2710,3269,2303,,734,1075,1297,998,1557
2019/10/25,,941,2063,1370,,,1383,2754,2501,3043,2099,,723,979,1196,905,1440
2019/10/26,,647,2116,679,,,888,1399,1344,1644,1371,,555,572,1915,457,847
2019/10/27,,714,2896,699,,,1002,1592,1514,1739,1613,,716,575,2873,436,899
2019/10/28,,523,1065,1044,,,839,1933,1731,2174,1379,,385,712,514,665,1049
2019/10/29,,625,1279,1173,,,1088,2141,1959,2379,1545,,448,871,571,821,1127
2019/10/30,,567,1210,1186,,,978,2133,1852,2260,1572,,427,784,580,752,1092
2019/10/31,,481,943,869,,,769,1648,1534,1748,1171,,352,643,472,635,878
2019/11/01,,130,254,220,,,134,368,329,367,284,,63,184,237,323,218
2019/11/02,,169,404,258,,,279,489,446,521,395,,135,242,304,990,279
2019/11/03,,390,1313,424,,,610,926,827,981,842,,249,392,1274,478,511
2019/11/04,,458,952,952,,,845,1777,1632,1935,1269,,340,605,419,624,991
2019/11/05,,399,849,833,,,755,1564,1443,1739,1142,,311,595,368,625,853
2019/11/06,,480,1058,1010,,,866,1860,1640,2013,1381,,385,747,515,715,914
2019/11/07,,547,1188,1062,,,991,2055,1850,2169,1521,,430,708,561,830,1046
2019/11/08,,488,989,877,,,775,1703,1576,1836,1256,,370,622,473,674,873
2019/11/09,,161,332,306,,,238,524,435,572,402,,140,278,218,214,256
2019/11/10,,49,74,91,,,81,177,136,183,141,,25,91,56,48,76
2019/11/11,,251,819,323,,,376,743,612,726,675,,150,324,798,248,368
2019/11/12,,459,935,895,,,814,1749,1516,1870,1232,,372,708,467,843,887
2019/11/13,,497,1000,938,,,831,1845,1643,1982,1321,,371,697,457,733,986
2019/11/14,,496,1040,1037,,,876,1940,1692,2093,1379,,386,680,511,706,992
2019/11/15,,441,976,970,,,839,1769,1605,1994,1347,,360,666,524,703,924
2019/11/16,,350,1080,460,,,531,926,769,1085,837,,285,462,962,391,489
2019/11/17,,417,1509,398,,,632,1042,895,1042,907,,275,425,1518,301,510
2019/11/18,,612,1230,1047,,,948,2091,1920,2277,1569,,509,745,662,811,1080
2019/11/19,,656,1235,1129,,,995,2158,2014,2351,1579,,500,718,706,816,1068
2019/11/20,,555,1099,1009,,,888,1991,1759,2092,1465,,380,761,573,769,972
2019/11/21,,422,928,642,,,795,1727,1565,1842,1295,,365,678,420,716,904
2019/11/22,,449,933,532,,,801,1578,1503,1863,1283,,341,650,539,709,873
2019/11/23,,220,479,303,,,326,617,543,702,456,,175,282,339,304,249
2019/11/24,,159,356,247,,,219,513,399,506,381,,104,231,329,235,237
2019/11/25,,411,825,875,,,726,1580,1421,1772,1171,,315,629,427,695,829
2019/11/26,,388,864,861,,,733,1573,1465,1821,1185,,354,608,423,683,794
2019/11/27,,400,897,848,,,756,1503,1443,1705,1163,,313,607,454,694,749
2019/11/28,,422,884,863,,,775,1458,1470,1725,1171,,312,598,436,720,828
2019/11/29,,380,762,719,,,679,1305,1249,1467,991,,276,547,384,612,687
2019/11/30,,221,324,271,,,269,498,442,602,441,,131,266,261,227,233
2019/12/01,,146,456,224,,,259,497,447,533,391,,91,260,463,179,244
2019/12/02,,340,690,727,,,590,1318,1241,1438,979,,269,534,356,623,680
2019/12/03,,286,635,678,,,557,1271,1106,1351,901,,270,500,344,586,623
2019/12/04,,338,651,681,,,610,1296,1197,1458,927,,285,526,361,556,646
2019/12/05,,359,689,665,,,575,1297,1239,1516,930,,264,563,347,599,700
2019/12/06,,318,641,643,,,574,1199,1098,1382,890,,225,520,336,586,619
2019/12/07,,136,273,256,,,184,446,384,532,340,,117,250,188,202,203
2019/12/08,,191,539,263,,,265,549,452,594,511,,117,256,575,218,284
2019/12/09,,399,840,794,,,714,1511,1297,1570,1072,,285,567,477,706,752
2019/12/10,,360,878,742,,,700,1410,1350,1520,1032,,288,599,420,698,736
2019/12/11,,340,789,724,,,624,1363,1265,1464,948,,282,567,395,649,620
2019/12/12,,320,781,662,,,587,1250,1191,1387,860,,246,544,330,581,595
2019/12/13,,346,756,674,,,560,1167,1072,1354,851,,244,533,389,560,598
2019/12/14,,207,479,331,,,245,565,453,634,418,,134,292,311,262,250
2019/12/15,,171,470,275,,,261,583,469,556,420,,130,257,471,251,290
2019/12/16,,374,874,793,,,745,1544,1376,1586,1075,,311,601,519,747,823
2019/12/17,,381,743,784,,,743,1383,1364,1611,994,,289,615,426,708,782
2019/12/18,,440,868,807,,,710,1561,1308,1651,1048,,321,690,513,692,788
2019/12/19,,409,667,753,,,629,1365,1248,1491,889,,279,577,368,696,752
2019/12/20,,394,868,719,,,711,1376,1291,1470,970,,294,669,552,672,738
2019/12/21,,247,599,292,,,357,592,519,674,533,,197,321,595,287,321
2019/12/22,,110,272,193,,,165,379,295,391,261,,105,241,272,193,180
2019/12/23,,90,182,173,,,152,401,322,391,244,,73,216,84,183,178
2019/12/24,,73,129,106,,,93,250,194,237,174,,50,142,92,91,124
2019/12/25,,37,86,38,,,24,96,47,73,76,,22,42,78,44,28
2019/12/26,,65,143,98,,,60,171,150,166,157,,43,75,133,97,72
2019/12/27,,130,196,233,,,175,402,361,439,286,,98,214,113,164,228
2019/12/28,,71,147,147,,,136,241,236,255,197,,61,158,95,150,90
2019/12/29,,66,165,143,,,121,284,237,299,184,,70,127,137,119,131
2019/12/30,,192,415,374,,,341,693,635,790,512,,162,331,233,322,399
2019/12/31,,161,272,288,,,254,488,423,581,331,,122,294,192,240,282
2020/01/01,,90,242,119,,,100,255,222,252,181,,34,148,218,107,121
2020/01/02,,257,528,457,,,394,792,795,914,599,,187,365,285,423,419
