Date,Armii Krajowej,Bora-Komorowskiego,Bulwary,Dworzec Główny,Grzegórzecka,Kamieńskiego,Klimeckiego,Kopernika,Kotlarska,Mogilska,Monte Cassino,Niepołomska,Nowohucka,Smoleńsk,Tyniecka,Wadowicka,Wielicka
2020/01/03,,242,506,444,,,418,779,779,920,565,,173,394,278,435,477
2020/01/04,,132,213,169,,,194,313,273,311,239,,98,202,176,179,153
2020/01/05,,81,293,152,,,163,309,258,347,246,,52,168,230,125,136
2020/01/06,,126,297,148,,,151,369,351,355,291,,74,201,291,149,165
2020/01/07,,284,593,622,,,577,1121,1029,1238,773,,223,444,342,534,556
2020/01/08,,345,646,679,,,584,1193,1075,1359,852,,270,490,400,613,626
2020/01/09,,198,440,444,,,380,760,776,905,548,,153,343,230,430,444
2020/01/10,,337,703,609,,,530,1066,1038,1232,861,,264,482,425,598,568
2020/01/11,,139,259,246,,,214,450,393,463,300,,128,245,166,218,220
2020/01/12,,198,514,280,,,274,540,476,565,429,,149,251,695,196,279
2020/01/13,,378,671,745,,,629,1261,1163,1421,879,,291,513,404,634,629
2020/01/14,,332,653,678,,,589,1165,1145,1310,790,,235,496,329,612,638
2020/01/15,,334,677,657,,,620,1163,1131,1362,891,,262,512,403,593,636
2020/01/16,,321,639,680,,,628,1117,1157,1319,823,,258,502,332,602,624
2020/01/17,,275,532,541,,,470,968,874,1059,651,,195,426,268,435,508
2020/01/18,,138,266,252,,,204,383,363,410,313,,118,211,170,174,152
2020/01/19,,102,195,175,,,136,265,281,320,222,,49,155,124,117,119
2020/01/20,,327,665,661,,,526,1184,1085,1283,773,,248,474,333,576,571
2020/01/21,,354,745,681,,,636,1229,1160,1336,885,,271,525,396,638,616
2020/01/22,,270,568,612,,,500,1059,980,1123,767,,215,464,317,535,517
2020/01/23,,234,593,619,,,517,1076,980,1140,688,,217,425,317,530,473
2020/01/24,,290,578,530,,,462,940,929,1104,654,,206,455,321,455,477
2020/01/25,,165,141,277,,,194,380,400,445,323,,118,225,288,174,203
2020/01/26,,104,245,189,,,175,311,323,338,235,,79,168,182,131,168
2020/01/27,,303,593,583,,,473,1015,929,1118,675,,206,424,264,478,519
2020/01/28,,260,517,576,,,468,892,872,1036,600,,199,387,237,489,477
2020/01/29,,248,544,624,,,510,1017,967,1209,642,,180,388,272,525,538
2020/01/30,,223,519,562,,,447,896,860,974,588,,192,359,237,450,452
2020/01/31,,160,383,428,,,289,667,679,798,471,,144,370,187,367,422
2020/02/01,,241,750,306,,,344,554,486,643,557,,212,249,793,253,298
2020/02/02,,132,364,174,,,166,392,345,419,319,,94,216,336,168,226
2020/02/03,,195,445,528,,,387,783,813,916,562,,152,313,225,453,424
2020/02/04,,108,275,341,,,206,474,492,565,304,,88,211,123,264,244
2020/02/05,,220,454,471,,,383,806,794,914,543,,168,348,237,449,390
2020/02/06,,192,466,454,,,433,738,849,899,533,,152,356,224,468,450
2020/02/07,,202,372,421,,,371,775,713,833,500,,145,314,230,416,365
2020/02/08,,169,470,222,,,216,426,438,464,423,,142,254,448,243,226
2020/02/09,,191,654,254,,,274,407,453,474,481,,103,200,702,214,260
2020/02/10,,229,469,531,,,421,829,792,927,614,,171,381,237,508,460
2020/02/11,,174,335,420,,,333,736,732,798,498,,127,318,206,466,344
2020/02/12,,258,474,578,,,464,920,896,1028,638,,180,410,269,528,503
2020/02/13,,294,710,651,,,538,1079,1091,1234,774,,257,513,454,637,600
2020/02/14,,255,553,591,,,455,897,961,1019,652,,196,447,284,550,484
2020/02/15,,219,686,303,,,310,535,531,601,524,,206,309,703,267,305
2020/02/16,,265,1150,322,,,359,565,581,683,612,,197,269,1140,258,387
2020/02/17,,445,1055,783,,,738,1341,1321,1612,1062,,345,538,674,723,767
2020/02/18,,357,831,745,,,622,1273,1301,1463,959,,284,519,419,795,712
2020/02/19,,357,762,720,,,641,1166,1261,1430,931,,274,525,458,646,712
2020/02/20,,326,624,672,,,596,1125,1105,1269,816,,234,487,324,579,620
2020/02/21,,233,437,507,,,390,768,771,903,566,,167,352,251,472,439
2020/02/22,,214,667,275,,,335,550,557,642,544,,201,287,593,459,298
2020/02/23,,46,94,109,,,91,157,183,175,119,,32,130,49,118,88
2020/02/24,,259,512,613,,,471,1028,923,1163,664,,191,404,301,538,485
2020/02/25,,227,549,614,,,477,1019,965,1117,736,,226,464,322,615,505
2020/02/26,,310,691,665,,,583,1221,1156,1298,889,,260,503,360,673,652
2020/02/27,,297,618,633,,,519,1122,1056,1258,801,,228,478,350,577,588
2020/02/28,,250,571,553,,,440,947,881,1042,693,,182,440,295,544,517
2020/02/29,,250,560,314,,,359,560,554,584,491,,209,262,478,290,313
2020/03/01,,225,677,243,,,304,546,486,552,457,,158,258,626,229,295
2020/03/02,,273,555,581,,,503,978,904,1129,796,,193,448,289,544,572
2020/03/03,,305,770,643,,,596,1243,1133,1375,913,,258,442,401,768,701
2020/03/04,,321,700,696,,,582,1196,1158,1368,932,,264,469,339,709,692
2020/03/05,,458,1087,785,,,725,1415,1409,1636,1107,,366,569,747,716,778
2020/03/06,,314,612,601,,,562,1049,1039,1182,751,,227,491,366,581,580
2020/03/07,,221,536,339,,,317,577,564,633,421,,165,208,439,385,309
2020/03/08,,196,566,262,,,261,529,433,515,456,,102,265,549,322,264
2020/03/09,,455,1144,853,,,730,1491,1433,1686,1071,,341,613,713,807,852
2020/03/10,,531,1166,932,,,748,1595,1521,1890,1238,,365,586,638,857,898
2020/03/11,,383,776,673,,,594,1254,1153,1384,864,,281,529,470,656,677
2020/03/12,,524,1102,806,,,801,1499,1462,1778,1154,,394,540,658,778,913
2020/03/13,,434,838,663,,,612,1113,1095,1378,910,,277,469,578,623,699
2020/03/14,,195,518,272,,,251,504,375,574,462,,137,251,562,329,293
2020/03/15,,281,1127,215,,,309,548,508,625,553,,216,230,1419,242,360
2020/03/16,,442,1030,549,,,610,1104,950,1216,814,,304,399,806,502,665
2020/03/17,,601,1613,568,,,844,1191,1160,1372,1042,,482,415,1505,515,773
2020/03/18,,722,2015,654,,,897,1232,1216,1569,1155,,608,452,1950,674,842
2020/03/19,,797,2120,663,,,959,1359,1308,1644,1396,,609,478,2250,798,893
2020/03/20,,479,1038,466,,,608,953,826,1150,784,,350,407,850,533,617
2020/03/21,,114,262,153,,,126,283,234,355,271,,89,161,234,235,179
2020/03/22,,143,390,113,,,170,295,307,317,279,,94,122,438,287,211
2020/03/23,,252,370,341,,,336,569,528,651,407,,145,217,266,386,332
2020/03/24,,279,513,351,,,381,628,611,714,509,,184,268,409,335,374
2020/03/25,,285,441,352,,,318,585,523,692,404,,150,248,310,309,367
2020/03/26,,363,740,410,,,454,746,659,862,620,,263,292,722,809,459
2020/03/27,,511,1277,528,,,729,1054,997,1228,864,,357,400,1464,512,691
2020/03/28,,725,1996,388,,,851,1063,937,1221,1100,,600,343,2779,481,711
2020/03/29,,328,749,219,,,298,529,446,589,525,,215,197,861,347,245
2020/03/30,,190,237,273,,,233,419,413,528,308,,118,200,183,425,216
2020/03/31,,277,403,345,,,321,574,461,659,439,,166,236,353,272,313
2020/04/01,,313,151,344,,,326,653,558,732,409,,175,224,267,429,387
2020/04/02,,388,80,423,,,469,780,680,888,560,,247,286,329,369,471
2020/04/03,,424,46,424,,,411,783,651,932,542,,244,322,298,634,423
2020/04/04,,328,20,261,,,322,577,537,712,486,,245,230,331,314,340
2020/04/05,,374,19,248,,,342,545,489,658,515,,214,210,432,274,321
2020/04/06,,625,22,529,,,640,1093,924,1301,694,,379,330,465,486,630
2020/04/07,,681,26,600,,,702,1158,1032,1369,792,,450,389,429,602,640
2020/04/08,,658,13,584,,,752,1158,1015,1405,780,,457,380,471,662,691
2020/04/09,,661,16,592,,,712,1205,1005,1464,788,,447,395,435,563,677
2020/04/10,,572,10,467,,,600,943,856,1162,690,,388,363,361,511,568
2020/04/11,,377,7,247,,,309,568,461,665,385,,226,214,252,268,328
2020/04/12,,305,19,153,,,210,381,307,483,296,,195,125,245,168,232
2020/04/13,,233,12,158,,,128,315,241,337,209,,155,126,157,200,157
2020/04/14,,350,9,385,,,397,784,621,828,498,,218,306,134,382,427
2020/04/15,,465,3,305,,,488,892,767,1013,571,,286,360,219,465,507
2020/04/16,,659,8,353,,,754,1252,1074,1477,795,,443,430,375,634,672
2020/04/17,,658,12,574,,,687,1286,1056,1543,800,,439,422,371,607,700
2020/04/18,,585,29,347,,,558,857,852,1048,682,,471,334,525,509,571
2020/04/19,,443,34,229,,,416,720,656,843,553,,277,244,387,327,330
2020/04/20,,919,1766,696,,,1006,1469,1487,1791,1289,,658,479,1706,668,1027
2020/04/21,,941,1675,743,,,1030,1519,1487,1914,1242,,639,494,1564,770,985
2020/04/22,,1045,1970,727,,,1113,1659,1495,2127,1361,,743,491,1829,740,1127
2020/04/23,,1307,2694,881,,,1393,1958,1834,2362,1597,,929,624,2786,857,1296
2020/04/24,,1190,2519,789,,,1353,1857,1801,2227,1705,,850,567,2386,910,1327
2020/04/25,,431,828,304,,,399,685,664,766,626,,269,275,662,380,433
2020/04/26,,901,2542,578,,,981,1369,1251,1632,1387,,676,369,3118,536,878
2020/04/27,,1369,2864,1019,,,1517,2132,1971,2665,1752,,987,647,2693,950,1447
2020/04/28,,1569,3333,1148,,,1733,2297,2277,2887,2000,,1151,696,3216,1121,1734
2020/04/29,,899,1505,734,,,900,1514,1341,1847,1225,,580,483,1207,666,968
2020/04/30,,1120,2256,886,,,1247,1919,1672,2285,1623,,800,581,2150,948,1250
2020/05/01,,459,1164,363,,,452,773,692,883,713,,318,290,1177,318,506
2020/05/02,,1001,2931,569,,,1171,1485,1497,1666,1537,,814,465,3413,688,1081
2020/05/03,,426,1164,320,,,402,857,714,938,699,,278,297,1154,369,429
2020/05/04,,1270,2624,1017,,,1458,2165,2008,2686,1857,,983,678,2281,978,1429
2020/05/05,,651,1056,645,,,644,1143,979,1429,898,,463,444,792,630,689
2020/05/06,,306,365,401,,,387,723,594,814,515,,205,265,257,358,391
2020/05/07,,989,1706,864,,,1058,1849,1622,2136,1403,,668,592,1386,897,1154
2020/05/08,,1565,3547,1120,,,1715,2499,2344,2938,2169,,1082,762,3039,1150,1670
2020/05/09,,1623,5099,980,,,2202,2275,2550,2718,2564,,1356,709,5879,1045,1777
2020/05/10,,1544,5228,928,,,2248,2469,2583,2710,2502,,1131,716,6052,900,1825
2020/05/11,,1168,2519,1129,,,1519,2308,2081,2740,1837,,886,710,2092,1717,1558
2020/05/12,,752,1268,755,,,845,1574,1334,1821,1007,,512,479,901,700,966
2020/05/13,,972,1774,972,,,1145,1918,1520,2314,1460,,660,621,1375,799,1297
2020/05/14,,451,870,536,,,519,985,859,1178,780,,323,363,673,526,588
2020/05/15,,517,884,714,,,574,1170,1018,1381,894,,363,463,515,590,697
2020/05/16,,1613,4466,1015,,,1733,2322,2272,2642,2468,,1090,742,4607,1084,1597
2020/05/17,,1427,4560,658,,,1978,2196,1992,2456,2483,,1021,692,5390,878,1559
2020/05/18,,1710,3745,1445,,,2116,3253,2835,3639,2612,,1187,970,2958,1632,2027
2020/05/19,,1639,3803,1514,,,2192,3327,2958,3844,2603,,1237,974,2882,1883,2075
2020/05/20,,1702,3642,1531,,,2063,3205,3032,3772,2714,,1265,927,2906,1740,1995
2020/05/21,,1457,3365,1533,,,1854,3024,2767,3455,2542,,1074,921,2574,2557,1814
2020/05/22,,1397,3152,1349,,,1786,2841,2654,3370,2368,,1000,901,2623,1577,1852
2020/05/23,,1093,3218,876,,,1397,1847,1712,2208,1914,,769,617,3380,872,1222
2020/05/24,,538,1605,442,,,625,1106,866,1127,895,,319,343,1507,380,588
2020/05/25,,506,849,728,,,585,1169,991,1502,754,,311,507,478,543,617
2020/05/26,,491,810,622,,,599,1213,1045,1450,802,,339,460,426,667,722
2020/05/27,,918,1989,1113,,,1137,2189,1870,2557,1649,,688,784,1373,980,1263
2020/05/28,,1068,2353,1224,,,1274,2429,2109,2912,1779,,841,827,1569,1106,1439
2020/05/29,,1078,2498,1186,,,1332,2310,2067,2813,1811,,813,803,1723,1228,1324
2020/05/30,,427,774,435,,,409,801,683,927,701,,233,337,718,371,482
2020/05/31,,125,329,212,,,102,319,289,347,291,,62,170,223,131,114
2020/06/01,,1657,4199,1544,,,2053,3409,2949,3998,2940,,1195,1037,3279,1555,1977
2020/06/02,,1360,3174,1362,,,1676,2912,2611,3409,2335,,1025,954,2215,1341,1701
2020/06/03,,1751,3896,1693,,,2078,3494,3255,4275,2904,,1234,1086,2813,1546,2285
2020/06/04,,1878,4850,1830,,,2517,3841,3593,4456,3203,,1429,1102,3595,1629,2493
2020/06/05,,752,1325,1058,,,892,1922,1584,2353,1388,,507,672,741,919,1172
2020/06/06,,1921,6611,1324,,,2873,3043,3162,3609,3489,,1316,951,7111,1313,2275
2020/06/07,,1055,3614,730,,,1537,1919,1789,2047,2025,,649,634,3768,769,1353
2020/06/08,,938,1815,1188,,,1133,2358,1862,2845,1688,,688,812,1029,1086,1331
2020/06/09,,1378,2781,1520,,,1689,3077,2548,3648,2328,,931,982,1953,1431,1792
2020/06/10,,1152,2248,1441,,,1467,2808,2328,3307,2006,,818,990,1369,1282,1632
2020/06/11,,1370,4908,822,,,1926,2004,2299,2496,2550,,1025,722,5402,929,1758
2020/06/12,,1267,3564,1074,,,1635,2394,2125,2726,2195,,1004,773,2966,1001,1609
2020/06/13,,1280,4132,918,,,2316,2127,2285,2424,2264,,953,732,4123,867,1541
2020/06/14,,1010,3597,781,,,1382,1849,1755,2110,1945,,716,623,3635,757,1301
2020/06/15,,1658,3453,1765,,,2097,3460,3136,4159,2862,,1186,1102,2500,1685,2352
2020/06/16,,1097,2315,1510,,,1482,2750,2387,3272,2103,,808,833,1468,1258,1636
2020/06/17,,1017,2098,1127,,,1224,2361,2020,2812,1790,,701,801,1332,1046,1489
2020/06/18,,1312,2539,1466,,,1525,2997,2483,3531,2186,,955,926,1538,1232,1766
2020/06/19,,962,1716,1266,,,1082,2348,1939,2772,1681,,669,833,995,1053,1377
2020/06/20,,973,2929,902,,,1275,1694,1721,2141,1873,,777,597,2677,877,1254
2020/06/21,,556,1774,522,,,707,1113,879,1256,899,,440,350,1277,347,594
2020/06/22,,628,1039,908,,,692,1455,1237,1825,1100,,408,666,607,713,778
2020/06/23,,1863,4690,1880,,,2489,3859,3733,4523,3571,,1393,1236,3791,1788,2499
2020/06/24,,1433,2865,1665,,,1816,3024,2803,3673,2453,,1037,1097,1923,1384,1937
2020/06/25,,1655,4091,1698,,,2423,3852,3454,4453,3168,,1292,1212,2964,1715,2367
2020/06/26,,1261,2817,1584,,,1798,3013,2735,3594,2465,,936,1097,2028,1395,1896
2020/06/27,,1272,4039,1020,,,1847,2121,2169,2513,2349,,1031,824,3516,996,1520
2020/06/28,,1409,4823,1078,,,2550,2455,2741,2878,2942,,1179,782,5220,1162,1949
2020/06/29,,1014,1830,1383,,,1311,2596,2080,3125,1712,,713,832,1065,1175,1512
2020/06/30,,2151,5149,2263,,,3050,4247,4314,5271,3791,,1605,1305,3961,1863,2844
2020/07/01,,2064,5045,2264,,,3418,4395,4404,5221,3865,,1676,1299,3769,2178,2892
2020/07/02,,1120,2118,1433,,,1458,2629,2242,3214,1938,,814,904,1423,1251,1548
2020/07/03,,1112,2273,1631,,,1585,2746,2462,3482,2134,,906,933,1349,1446,1808
2020/07/04,,1488,5246,1156,,,2644,2522,2900,3054,2991,,1187,894,5259,1212,1884
2020/07/05,,1412,5868,1185,,,3106,2603,3109,3005,3230,,1312,859,6242,1110,1973
2020/07/06,,1316,2649,1739,,,2117,3277,3048,4016,2492,,1122,1036,1758,1662,2065
2020/07/07,,1646,3619,2020,,,2151,3759,3381,4462,2890,,1306,1120,2370,1705,2263
2020/07/08,,1312,2362,1766,,,1718,3083,2779,3754,2236,,917,1012,1455,1414,1970
2020/07/09,,1534,3568,1801,,,2199,3540,3331,4179,2790,,1158,1088,2490,1635,2240
2020/07/10,,1810,4565,2053,,,2812,3661,3749,4551,3394,,1349,1180,3443,1783,2486
2020/07/11,,296,632,433,,,461,728,698,861,626,,239,361,529,393,498
2020/07/12,,1371,4355,1022,,,1698,2245,2186,2581,2523,,934,758,4470,1000,1619
2020/07/13,,1429,2726,1830,,,1808,3193,2957,3973,2546,,1065,982,1862,1715,1957
2020/07/14,,2096,4730,2198,,,2895,4056,4048,5129,3632,,1659,1284,3922,2252,2702
2020/07/15,,1776,5040,2199,,,3075,4161,4297,5259,3805,,1589,1300,3915,2127,2692
2020/07/16,,715,1334,1084,,,1029,1804,1692,2322,1401,,572,551,759,941,1086
2020/07/17,,1070,1827,1330,,,1261,2393,2170,2903,1748,,680,848,1183,1160,1491
2020/07/18,,696,2254,731,,,1020,1414,1398,1773,1303,,621,568,1906,706,1013
2020/07/19,,1453,5433,1087,,,2231,2557,2655,2949,2769,,1120,837,5354,1069,1873
2020/07/20,,1633,3864,1958,,,2523,3709,3783,4510,3185,,1422,1092,2839,1758,2406
2020/07/21,,1915,3922,2121,,,2429,3703,3760,4716,3063,,1384,1171,2716,1908,2553
2020/07/22,,2165,4744,2124,,,2878,3948,4359,4963,3541,,1570,1352,3705,2083,2641
2020/07/23,,1804,3913,2068,,,2455,3723,3690,4626,3228,,1350,1077,2879,1800,2423
2020/07/24,,1617,3593,1713,,,2376,3352,3337,4186,2967,,1155,1034,2750,1571,2199
2020/07/25,,1245,4050,1103,,,1975,2177,2447,2659,2548,,1037,800,3994,1043,1662
2020/07/26,,1290,4730,1064,,,2478,2383,2734,2829,2523,,979,815,5167,954,1597
2020/07/27,,1606,3480,1906,,,2259,3432,3513,4264,2870,,1325,1039,2687,1736,2251
2020/07/28,,1804,4163,2077,,,3109,3733,4118,4698,3300,,1516,1179,3055,1988,2390
2020/07/29,,1799,4287,2042,,,2612,3840,4031,4815,3369,,1346,1176,2971,2039,2503
2020/07/30,,1832,4355,2077,,,2871,3910,4204,4923,3593,,1475,1291,3157,2245,2491
2020/07/31,,1626,3566,1745,,,2435,3389,3539,4316,3084,,1144,1114,2624,1839,2389
2020/08/01,,1219,3941,997,,,1823,2104,2360,2814,2581,,937,797,4180,1249,1533
2020/08/02,,1378,4977,1101,,,2789,2355,2892,2792,2944,,1029,878,5434,1228,1806
2020/08/03,,1344,2378,1724,,,1792,2929,2873,3720,2196,,940,1004,1515,1637,1863
2020/08/04,,921,2046,1228,,,1328,2053,2141,2744,1772,,724,764,1438,1204,1396
2020/08/05,,1251,2534,1496,,,1473,2692,2617,3443,2121,,893,998,1927,1582,1520
2020/08/06,,1731,4061,1928,,,2550,3522,3816,4462,3047,,1271,1122,3157,2053,2322
2020/08/07,,1519,3591,1822,,,2464,3306,3531,4048,2974,,1136,1176,2536,1730,2146
2020/08/08,,1121,3530,1083,,,2010,1892,2428,2429,2375,,991,713,3208,1298,1441
2020/08/09,,1152,4280,1021,,,2233,2147,2464,2496,2540,,884,937,4367,1168,1465
2020/08/10,,1585,3356,1837,,,2324,3351,3451,4259,2739,,1178,1071,2414,1756,2143
2020/08/11,,1540,3507,1949,,,2352,3484,3628,4332,2877,,1112,1121,2486,1854,2348
2020/08/12,,1775,4263,2133,,,2887,3877,4123,4869,3214,,1403,1200,3235,2037,2541
2020/08/13,,1648,3912,1977,,,2570,3590,3790,4389,3165,,1274,1100,2980,1890,2295
2020/08/14,,1422,3392,1600,,,2161,2822,3157,3641,2771,,1039,990,2752,1526,1940
2020/08/15,,1258,4373,1020,,,2018,2008,2495,2513,2602,,807,748,4957,1112,1608
2020/08/16,,981,3484,934,,,1900,1791,2027,2111,2141,,727,641,4095,938,1437
2020/08/17,,1265,2454,1509,,,1719,2704,2855,3487,2297,,852,965,1638,1433,1795
2020/08/18,,748,1204,1218,,,968,1882,1718,2445,1471,,432,686,703,929,994
2020/08/19,,867,1746,928,,,1069,1805,1697,2194,1539,,573,673,1124,878,989
2020/08/20,,1801,4150,2111,,,2565,3769,3761,4548,3328,,1296,1249,3479,1893,2432
2020/08/21,,1714,3718,1867,,,2467,3382,3588,4162,2993,,1207,1125,2869,1689,2221
2020/08/22,,1064,3185,1011,,,1931,1783,2200,2199,2351,,851,717,3438,1050,1401
2020/08/23,,946,3160,827,,,1428,1727,1744,2014,2056,,716,624,3389,911,1199
2020/08/24,,1789,3652,1970,,,2445,3791,3651,4508,3273,,1346,1166,2895,1905,2432
2020/08/25,,1929,3895,2194,,,2488,3866,3831,4795,3350,,1308,1112,2870,2005,2375
2020/08/26,,1724,3455,1970,,,2482,3589,3655,4435,3055,,1095,1264,2558,1907,2243
2020/08/27,,1434,2472,1769,,,1876,3053,3053,3741,2547,,987,1029,1560,1651,1895
2020/08/28,,1704,3773,1891,,,2432,3421,3640,4219,3203,,1189,1183,3175,1772,2235
2020/08/29,,1268,3724,1177,,,1729,2145,2268,2603,2568,,946,881,3734,1209,1622
2020/08/30,,1200,4082,1143,,,2220,2149,2453,2529,2552,,987,814,4732,1087,1475
2020/08/31,,1337,2383,1839,,,1724,3069,3009,3825,2366,,904,1032,1513,1605,2007
2020/09/01,,525,976,895,,,776,1420,1372,1703,1043,,371,604,557,805,861
2020/09/02,,1124,2292,1596,,,1587,2712,2621,3283,2333,,755,1107,1567,1579,1690
2020/09/03,,1643,3692,1954,,,2153,3715,3555,4399,3241,,1104,1248,2636,2304,2328
2020/09/04,,1502,2905,1866,,,1970,3350,3183,4123,2810,,1000,1194,2177,1849,2096
2020/09/05,,1437,4481,1226,,,2068,2443,2610,2947,2861,,1100,872,5115,1355,1657
2020/09/06,,462,1197,510,,,500,911,863,1134,947,,285,406,930,401,471
2020/09/07,,615,1287,974,,,843,1542,1459,1960,1385,,447,648,779,816,893
2020/09/08,,1624,3535,2088,,,2075,3670,3409,4392,3184,,1153,1313,2631,2142,2305
2020/09/09,,1811,4007,2169,,,2504,4028,3945,4821,3530,,1295,1307,3085,2266,2464
2020/09/10,,1247,2381,1827,,,1714,3207,2935,3844,2594,,808,1095,1456,1574,1789
2020/09/11,,1557,3314,1819,,,2012,3305,3338,3997,3035,,992,1151,2467,1696,2095
2020/09/12,,1306,4207,1092,,,1945,2226,2501,2746,2715,,1047,878,4426,1151,1475
2020/09/13,,1328,4820,1167,,,2110,2377,2636,2861,2827,,917,905,5384,1157,1642
2020/09/14,,1669,3496,2145,,,2479,3774,3679,4514,3343,,1169,1296,2523,2144,2230
2020/09/15,,1873,3881,2299,,,2611,4069,4114,5052,3514,,1240,1366,2779,2052,2485
2020/09/16,,1873,3715,2277,,,2630,4068,4007,4782,3615,,1219,1370,2907,2175,2410
2020/09/17,,1255,2179,1815,,,1713,3175,2988,3703,2480,,853,1132,1295,1772,1831
2020/09/18,,1293,2650,1785,,,1832,3108,2960,3726,2485,,806,1181,1802,1970,1792
2020/09/19,,1039,3171,1040,,,1382,1888,2050,2428,2190,,774,743,3187,1557,1251
2020/09/20,,1088,3645,965,,,1416,1992,1943,2403,2193,,753,748,4433,1373,1293
2020/09/21,,1500,3100,1884,,,2018,3452,3213,4128,2868,,1066,1243,2272,2703,1947
2020/09/22,,1676,3678,2154,,,2284,3685,3594,4438,3326,,1156,1289,2791,3549,2205
2020/09/23,,1671,3147,2088,,,2150,3593,3545,4304,3028,,1050,1269,2275,2942,2077
2020/09/24,,1536,3028,1941,,,1938,3378,3256,4047,2905,,1020,1154,2103,2370,1899
2020/09/25,,1061,1867,1601,,,1405,2600,2454,3133,2089,,612,999,1300,1429,1469
2020/09/26,,407,977,531,,,541,875,952,1040,992,,314,488,867,580,567
2020/09/27,,535,1372,621,,,701,1071,964,1233,1131,,301,461,1348,499,604
2020/09/28,,651,1020,1074,,,949,1744,1677,2158,1300,,446,787,593,936,996
2020/09/29,,837,1526,1341,,,1129,2282,2131,2783,1784,,553,985,1086,1118,1250
2020/09/30,,382,556,728,,,491,1102,953,1346,745,,221,472,282,520,553
2020/10/01,,433,655,820,,,577,1267,1086,1544,798,,245,529,330,579,620
2020/10/02,,895,1889,1386,,,1183,2311,2078,2760,1838,,600,927,1194,1123,1274
2020/10/03,,1092,3740,1179,,,1403,1919,2019,2446,2258,,747,730,4039,1089,1397
2020/10/04,,842,2985,815,,,1175,1638,1711,1968,1877,,563,686,2744,799,1050
2020/10/05,,1049,1849,1633,,,1430,2729,2373,3358,2103,,704,988,1156,1378,1539
2020/10/06,,1337,2836,1919,,,1721,3350,3112,3975,2587,,907,1158,2118,1582,1889
2020/10/07,,965,1753,1492,,,1266,2476,2312,3091,1871,,614,998,1072,1227,1364
2020/10/08,,748,1475,1296,,,1043,2156,1962,2628,1515,,485,906,920,1066,1128
2020/10/09,,1053,2260,1461,,,1463,2625,2450,3126,2077,,715,1050,1672,1300,1527
2020/10/10,,679,1918,865,,,848,1390,1356,1800,1495,,574,607,2220,783,919
2020/10/11,,202,601,431,,,308,621,643,713,624,,154,335,483,317,354
2020/10/12,,246,379,562,,,307,783,656,936,521,,164,381,197,397,390
2020/10/13,,125,217,374,,,217,483,441,593,345,,91,229,109,275,254
2020/10/14,,347,544,748,,,541,1116,995,1281,766,,245,538,346,587,578
2020/10/15,,435,809,846,,,621,1290,1136,1507,1035,,316,656,647,635,633
2020/10/16,,289,475,697,,,546,983,874,1176,697,,184,497,262,541,530
